data_set	title	movie_url	ust_url	lyrics_url
training_set	Blackjack	http://www.nicovideo.jp/watch/sm12640192		https://www5.atwiki.jp/hmiku/pages/12828.html
training_set	Blue	http://www.nicovideo.jp/watch/sm9294724	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/14986.html
training_set	Blue Moon	http://www.nicovideo.jp/watch/sm17895160		https://www5.atwiki.jp/hmiku/pages/21840.html
training_set	Bright Snow	http://www.nicovideo.jp/watch/sm19738339		https://www5.atwiki.jp/hmiku/pages/24102.html
training_set	CARLA	http://www.nicovideo.jp/watch/sm17429124		https://www5.atwiki.jp/hmiku/pages/21139.html
training_set	CHAO!	http://www.nicovideo.jp/watch/sm18353222		
training_set	CHASER	http://www.nicovideo.jp/watch/sm9000714		https://www5.atwiki.jp/hmiku/pages/7613.html
training_set	CLAP HIP CHERRY	http://www.nicovideo.jp/watch/sm18631837		https://www5.atwiki.jp/hmiku/pages/22546.html
training_set	COIN	http://www.nicovideo.jp/watch/sm12117482		https://www5.atwiki.jp/hmiku/pages/12038.html
training_set	COLOR	http://www.nicovideo.jp/watch/sm6958905		https://www5.atwiki.jp/hmiku/pages/5129.html
training_set	CRAZY	http://www.nicovideo.jp/watch/sm15547709		https://www5.atwiki.jp/hmiku/pages/18218.html
training_set	CRYONICS	http://www.nicovideo.jp/watch/nm15770119		https://www5.atwiki.jp/hmiku/pages/18488.html
training_set	Calc.	http://www.nicovideo.jp/watch/sm12050471		https://www5.atwiki.jp/hmiku/pages/11898.html
training_set	Carry Me Off	http://www.nicovideo.jp/watch/sm24288200		https://www5.atwiki.jp/hmiku/pages/30160.html
training_set	Cecilie	http://www.nicovideo.jp/watch/sm25528313		https://www5.atwiki.jp/hmiku/pages/31334.html
training_set	Chaining Intention	http://www.nicovideo.jp/watch/sm5180053		https://www5.atwiki.jp/hmiku/pages/2911.html
training_set	Child's Garden	http://www.nicovideo.jp/watch/sm9540128		
training_set	Chilledren	http://www.nicovideo.jp/watch/sm20869754		https://www5.atwiki.jp/hmiku/pages/25572.html
training_set	Chip Tears	http://www.nicovideo.jp/watch/nm4940942	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/2664.html
training_set	Chloe	http://www.nicovideo.jp/watch/sm11762237		https://www5.atwiki.jp/hmiku/pages/11592.html
training_set	Close to you	http://www.nicovideo.jp/watch/sm22749154		https://www5.atwiki.jp/hmiku/pages/28236.html
training_set	Closed Blue	http://www.nicovideo.jp/watch/sm5252705		https://www5.atwiki.jp/hmiku/pages/2964.html
training_set	Colorful World	http://www.nicovideo.jp/watch/sm7000278	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/5285.html
training_set	Contrast	http://www.nicovideo.jp/watch/sm27188969		
training_set	Corruption Garden	http://www.nicovideo.jp/watch/sm9829636		https://www5.atwiki.jp/hmiku/pages/8873.html
training_set	Cosmos	http://www.nicovideo.jp/watch/sm15557068		https://www5.atwiki.jp/hmiku/pages/18199.html
training_set	Cruel Clocks	http://www.nicovideo.jp/watch/sm16409919		https://www5.atwiki.jp/hmiku/pages/19605.html
training_set	Cry Cry Cry	http://www.nicovideo.jp/watch/sm29506658		
training_set	Cryogenic	http://www.nicovideo.jp/watch/sm21177055		https://www5.atwiki.jp/hmiku/pages/25940.html
training_set	Dark to Light	http://www.nicovideo.jp/watch/sm6238391		https://www5.atwiki.jp/hmiku/pages/4368.html
training_set	Daybreak	http://www.nicovideo.jp/watch/sm9167392	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/27690.html
training_set	Daydream Flight	http://www.nicovideo.jp/watch/1321064356	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/23578.html
training_set	Dear cocoa girls	http://www.nicovideo.jp/watch/1245402181		https://www5.atwiki.jp/hmiku/pages/5670.html
training_set	December 9th	http://www.nicovideo.jp/watch/sm16542111		https://www5.atwiki.jp/hmiku/pages/19845.html
training_set	Deep affection	http://www.nicovideo.jp/watch/sm23926264		
training_set	Des melodies entrecroisees	http://www.nicovideo.jp/watch/sm24491814		https://www5.atwiki.jp/hmiku/pages/30429.html
training_set	Despair	http://www.nicovideo.jp/watch/sm5948221		https://www5.atwiki.jp/hmiku/pages/4680.html
training_set	Distorted Princess	http://www.nicovideo.jp/watch/sm12867434	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/13194.html
training_set	Dive Into Sky High	http://www.nicovideo.jp/watch/sm7655998		https://www5.atwiki.jp/hmiku/pages/6115.html
training_set	Drawing Palette	http://www.nicovideo.jp/watch/sm12700206		
training_set	Dreaming Leaf‐ユメミルコトノハ‐	http://www.nicovideo.jp/watch/sm1235385	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/105.html
training_set	EAT ME	http://www.nicovideo.jp/watch/sm15234093		https://www5.atwiki.jp/hmiku/pages/17608.html
training_set	ELECT	http://www.nicovideo.jp/watch/sm22587884		https://www5.atwiki.jp/hmiku/pages/28005.html
training_set	ELLIE	http://www.nicovideo.jp/watch/sm19511172		https://www5.atwiki.jp/hmiku/pages/23670.html
training_set	EMIRIA	http://www.nicovideo.jp/watch/sm8551280		https://www5.atwiki.jp/hmiku/pages/6102.html
training_set	ENCELADUS	http://www.nicovideo.jp/watch/sm26843907		
training_set	EdelWeiss	http://www.nicovideo.jp/watch/sm21893513		https://www5.atwiki.jp/hmiku/pages/26873.html
training_set	Elsa-Maria	http://www.nicovideo.jp/watch/sm20218623		https://www5.atwiki.jp/hmiku/pages/24678.html
training_set	Endroll A	http://www.nicovideo.jp/watch/sm15079249		https://www5.atwiki.jp/hmiku/pages/17369.html
training_set	Erica	http://www.nicovideo.jp/watch/sm21962371		https://www5.atwiki.jp/hmiku/pages/27015.html
training_set	Escape	http://www.nicovideo.jp/watch/sm5965047		https://www5.atwiki.jp/hmiku/pages/22219.html
training_set	Es～dirty aspiration～	http://www.nicovideo.jp/watch/sm8648347	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/7069.html
training_set	Ever My Tears	http://www.nicovideo.jp/watch/sm10821960		https://www5.atwiki.jp/hmiku/pages/10655.html
training_set	FACE	http://www.nicovideo.jp/watch/sm16164600		https://www5.atwiki.jp/hmiku/pages/19140.html
training_set	FLOWER TAIL	http://www.nicovideo.jp/watch/sm13944678	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/14916.html
training_set	"Fairytale,"	http://www.nicovideo.jp/watch/sm18562271		https://www5.atwiki.jp/hmiku/pages/22456.html
training_set	Fake	http://www.nicovideo.jp/watch/sm27498819		
training_set	Farewell	http://www.nicovideo.jp/watch/sm21336965		https://www5.atwiki.jp/hmiku/pages/13112.html
training_set	Fate of Soul～ピリオドの向こうの闇～	http://www.nicovideo.jp/watch/sm10114816	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/9299.html
training_set	Fictional World	http://www.nicovideo.jp/watch/sm21444823		https://www5.atwiki.jp/hmiku/pages/26232.html
training_set	First Kiss and…	http://www.nicovideo.jp/watch/sm23571536		https://www5.atwiki.jp/hmiku/pages/29350.html
training_set	Flowerwall	http://www.nicovideo.jp/watch/sm25294112		
training_set	"Fly to night, tonight"	http://www.nicovideo.jp/watch/sm22520654		https://www5.atwiki.jp/hmiku/pages/27870.html
training_set	For a Dead Girl+	http://www.nicovideo.jp/watch/sm8269133		https://www5.atwiki.jp/hmiku/pages/6627.html
training_set	GHOST	http://www.nicovideo.jp/watch/sm25508954		https://www5.atwiki.jp/hmiku/pages/31321.html
training_set	GIFT	http://www.nicovideo.jp/watch/sm15552359	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/18208.html
training_set	GLIDE	http://www.nicovideo.jp/watch/sm19511216		https://www5.atwiki.jp/hmiku/pages/23668.html
training_set	Gerbera	http://www.nicovideo.jp/watch/sm18494118		https://www5.atwiki.jp/hmiku/pages/22384.html
training_set	Girls	http://www.nicovideo.jp/watch/sm18280937		https://www5.atwiki.jp/hmiku/pages/22160.html
training_set	"Good Morning, Polar Night"	http://www.nicovideo.jp/watch/sm23047458		https://www5.atwiki.jp/hmiku/pages/28649.html
training_set	Gothic Dance	http://www.nicovideo.jp/watch/sm7355150		https://www5.atwiki.jp/hmiku/pages/13875.html
training_set	Gothic and Loneliness	http://www.nicovideo.jp/watch/sm14538348		https://www5.atwiki.jp/hmiku/pages/16217.html
training_set	HEAVEN	http://www.nicovideo.jp/watch/sm18687659		https://www5.atwiki.jp/hmiku/pages/9085.html
training_set	HIKIZURI	http://www.nicovideo.jp/watch/sm28885114		
training_set	HOME	http://www.nicovideo.jp/watch/sm28100063		https://www5.atwiki.jp/hmiku/pages/26522.html
training_set	HYBRID	http://www.nicovideo.jp/watch/sm15663997		https://www5.atwiki.jp/hmiku/pages/18356.html
training_set	Hand in Hand	https://www.youtube.com/watch?v=RKtoreimcQ8		
training_set	Haruna	http://www.nicovideo.jp/watch/sm1236371		https://www5.atwiki.jp/hmiku/pages/888.html
training_set	Headcracker-アタマワリ人形-	http://www.nicovideo.jp/watch/sm16484517		https://www5.atwiki.jp/hmiku/pages/19848.html
training_set	Heart Shooter	http://www.nicovideo.jp/watch/sm13737361	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/14721.html
training_set	Heath	http://www.nicovideo.jp/watch/sm27181392		
training_set	Human (a Android works)	http://www.nicovideo.jp/watch/nm13001734		
training_set	I'm Happy Girl	http://www.nicovideo.jp/watch/sm22724038		
training_set	Imitation	http://www.nicovideo.jp/watch/sm9354208		https://www5.atwiki.jp/hmiku/pages/8180.html
training_set	Infinity Labyrinth	http://www.nicovideo.jp/watch/sm17412310	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/21046.html
training_set	Invitation	http://www.nicovideo.jp/watch/sm14019085		https://www5.atwiki.jp/hmiku/pages/15031.html
training_set	It's a wonderful world.	http://www.nicovideo.jp/watch/sm17061526		
training_set	Just Be Friends	http://www.nicovideo.jp/watch/sm7528841		https://www5.atwiki.jp/hmiku/pages/5809.html
training_set	KiLLER LADY	http://www.nicovideo.jp/watch/sm14705584		https://www5.atwiki.jp/hmiku/pages/16557.html
training_set	"Kill me,Queen"	http://www.nicovideo.jp/watch/sm19169157		https://www5.atwiki.jp/hmiku/pages/23163.html
training_set	L'azur	http://www.nicovideo.jp/watch/sm4979227		
training_set	Lady Vampire	http://www.nicovideo.jp/watch/sm24245759		https://www5.atwiki.jp/hmiku/pages/30690.html
training_set	Last Continue	http://www.nicovideo.jp/watch/sm24159955		
training_set	Last Invocation	http://www.nicovideo.jp/watch/sm21956682		https://www5.atwiki.jp/hmiku/pages/9905.html
training_set	"Last Night, Good Night"	http://www.nicovideo.jp/watch/sm4141643		https://www5.atwiki.jp/hmiku/pages/1916.html
training_set	Leia	http://www.nicovideo.jp/watch/sm13185918		https://www5.atwiki.jp/hmiku/pages/13802.html
training_set	Let's Dance Now!	http://www.nicovideo.jp/watch/sm6138759	https://sites.google.com/site/utauust/	
training_set	Lience	http://www.nicovideo.jp/watch/sm17591030		https://www5.atwiki.jp/hmiku/pages/15245.html
training_set	Life size	http://www.nicovideo.jp/watch/sm10543519		https://www5.atwiki.jp/hmiku/pages/9816.html
training_set	Light Song	http://www.nicovideo.jp/watch/sm3055567	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/791.html
training_set	Little Wish	http://www.nicovideo.jp/watch/1324007134	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/20566.html
training_set	Lonesome cat 2	http://www.nicovideo.jp/watch/sm6803967		https://www5.atwiki.jp/hmiku/pages/5036.html
training_set	Lost Story	http://www.nicovideo.jp/watch/sm7326739		https://www5.atwiki.jp/hmiku/pages/5594.html
training_set	Love Logic	http://www.nicovideo.jp/watch/sm19635653		https://www5.atwiki.jp/hmiku/pages/23868.html
training_set	M'AIDER遭難ガール	http://www.nicovideo.jp/watch/sm21755565		
training_set	Marble Bright	http://www.nicovideo.jp/watch/sm16322083		https://www5.atwiki.jp/hmiku/pages/19434.html
training_set	Marie-Luise	http://www.nicovideo.jp/watch/sm13422411		https://www5.atwiki.jp/hmiku/pages/14176.html
training_set	Marygold	http://www.nicovideo.jp/watch/sm10772695		https://www5.atwiki.jp/hmiku/pages/10016.html
training_set	Melodia	http://www.nicovideo.jp/watch/sm7327520		https://www5.atwiki.jp/hmiku/pages/5664.html
training_set	Melody Line	http://www.nicovideo.jp/watch/sm12785288	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/13149.html
training_set	Melody in the sky	http://www.nicovideo.jp/watch/sm4027018		https://www5.atwiki.jp/hmiku/pages/1801.html
training_set	Mr.Wonder	http://www.nicovideo.jp/watch/sm13920166		https://www5.atwiki.jp/hmiku/pages/14908.html
training_set	Mr.wonderboy	http://www.nicovideo.jp/watch/sm17842078		https://www5.atwiki.jp/hmiku/pages/17159.html
training_set	Mrs.Pumpkinの滑稽な夢	http://www.nicovideo.jp/watch/sm8489562		https://www5.atwiki.jp/hmiku/pages/6857.html
training_set	My worth is death	http://www.nicovideo.jp/watch/sm27853023		https://www5.atwiki.jp/hmiku/pages/14435.html
training_set	New World	http://www.nicovideo.jp/watch/sm9104595		https://www5.atwiki.jp/hmiku/pages/8811.html
training_set	No Logic	http://www.nicovideo.jp/watch/sm8228650		https://www5.atwiki.jp/hmiku/pages/6558.html
training_set	Nostalogic	http://www.nicovideo.jp/watch/sm12565247	https://sites.google.com/site/utauust/	
training_set	PIECE	http://www.nicovideo.jp/watch/sm26297378		
training_set	Party night	http://www.nicovideo.jp/watch/nm8205657		https://www5.atwiki.jp/hmiku/pages/7290.html
training_set	Prism Heart	http://www.nicovideo.jp/watch/sm8824375		https://www5.atwiki.jp/hmiku/pages/7285.html
training_set	Prototype	http://www.nicovideo.jp/watch/sm14712230		https://www5.atwiki.jp/hmiku/pages/10337.html
training_set	Psychedelic Dancer	http://www.nicovideo.jp/watch/sm7715978		https://www5.atwiki.jp/hmiku/pages/6001.html
training_set	Puzzle	http://www.nicovideo.jp/watch/sm11687784		https://www5.atwiki.jp/hmiku/pages/11675.html
training_set	Quiet	http://www.nicovideo.jp/watch/sm20678643		https://www5.atwiki.jp/hmiku/pages/27548.html
training_set	R.I.P.ゴシップの海	http://www.nicovideo.jp/watch/sm27497499		
training_set	RAINBOW GIRL	http://www.nicovideo.jp/watch/sm1387504		
training_set	Rain*Sweet*Umbrella	https://www.youtube.com/watch?v=zq2971oPK_U	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/10208.html
training_set	Re:Try	http://www.nicovideo.jp/watch/sm16927894		https://www5.atwiki.jp/hmiku/pages/28437.html
training_set	Re;2	http://www.nicovideo.jp/watch/sm28549943		
training_set	Re;BIRTH	http://www.nicovideo.jp/watch/sm18185556		https://www5.atwiki.jp/hmiku/pages/22032.html
training_set	ReLief	http://www.nicovideo.jp/watch/sm28514466		
training_set	Ref-Rain	http://www.nicovideo.jp/watch/sm16805471		https://www5.atwiki.jp/hmiku/pages/20270.html
training_set	RiNG My BeLL	http://www.nicovideo.jp/watch/sm7911747	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/6209.html
training_set	Round×3	http://www.nicovideo.jp/watch/sm9689142		https://www5.atwiki.jp/hmiku/pages/8752.html
training_set	Rumored Girl	http://www.nicovideo.jp/watch/sm18805926	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/22702.html
training_set	SAYONARA	http://www.nicovideo.jp/watch/sm23427805		https://www5.atwiki.jp/hmiku/pages/29133.html
training_set	SPARKS	http://www.nicovideo.jp/watch/sm14741419	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/16639.html
training_set	SPIKE	http://www.nicovideo.jp/watch/sm17020500		https://www5.atwiki.jp/hmiku/pages/19766.html
training_set	START	http://www.nicovideo.jp/watch/sm19125328		https://www5.atwiki.jp/hmiku/pages/30001.html
training_set	STEP TO YOU	http://www.nicovideo.jp/watch/sm6166936		https://www5.atwiki.jp/hmiku/pages/4301.html
training_set	SURVIVOR	http://www.nicovideo.jp/watch/nm6879706		https://www5.atwiki.jp/hmiku/pages/4699.html
training_set	Sacred Secret	http://www.nicovideo.jp/watch/sm14481619		https://www5.atwiki.jp/hmiku/pages/15991.html
training_set	Satisfaction	https://www.youtube.com/watch?v=UxGSZiEIwWo		
training_set	Segments Blue	http://www.nicovideo.jp/watch/sm16696764		https://www5.atwiki.jp/hmiku/pages/20128.html
training_set	Serenity	https://www.youtube.com/watch?v=Jv38Wy_Tq58		
training_set	Shirley!!	http://www.nicovideo.jp/watch/sm13465059		https://www5.atwiki.jp/hmiku/pages/14251.html
training_set	Sing my Love	http://www.nicovideo.jp/watch/sm8423936		https://www5.atwiki.jp/hmiku/pages/6761.html
training_set	Snow Fairy Story	http://www.nicovideo.jp/watch/sm25465455	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/31273.html
training_set	Snow Marriage	http://www.nicovideo.jp/watch/sm25185737		https://www5.atwiki.jp/hmiku/pages/8815.html
training_set	Soleil	http://www.nicovideo.jp/watch/sm21970025		https://www5.atwiki.jp/hmiku/pages/26978.html
training_set	Souvenir	http://www.nicovideo.jp/watch/sm15690866		https://www5.atwiki.jp/hmiku/pages/18392.html
training_set	Specification	http://www.nicovideo.jp/watch/sm12399734		https://www5.atwiki.jp/hmiku/pages/12415.html
training_set	Splatter Party	http://www.nicovideo.jp/watch/sm20645871		https://www5.atwiki.jp/hmiku/pages/25141.html
training_set	StarCrew	http://www.nicovideo.jp/watch/sm16905158		https://www5.atwiki.jp/hmiku/pages/20453.html
training_set	Starduster	http://www.nicovideo.jp/watch/sm8541371	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/6918.html
training_set	Stargazer	http://www.nicovideo.jp/watch/sm3718300		https://www5.atwiki.jp/hmiku/pages/780.html
training_set	Strangers	http://www.nicovideo.jp/watch/sm18307409		https://www5.atwiki.jp/hmiku/pages/22192.html
training_set	Sweet Devil	http://www.nicovideo.jp/watch/sm9711503	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/8757.html
training_set	Sweet Shackles	http://www.nicovideo.jp/watch/sm15944368		https://www5.atwiki.jp/hmiku/pages/18760.html
training_set	Sweet Sweet Cendrillon Drug	http://www.nicovideo.jp/watch/sm17172092		https://www5.atwiki.jp/hmiku/pages/6654.html
training_set	Sweetiex2	http://www.nicovideo.jp/watch/sm4408384		https://www5.atwiki.jp/hmiku/pages/2073.html
training_set	Symmetric target	http://www.nicovideo.jp/watch/sm6048521	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/4168.html
training_set	Tell Your World	https://www.youtube.com/watch?v=PqJNc9KVIZE		https://www5.atwiki.jp/hmiku/pages/19646.html
training_set	The 9th	http://www.nicovideo.jp/watch/sm5187488		https://www5.atwiki.jp/hmiku/pages/2913.html
training_set	The Embedded Blue	http://www.nicovideo.jp/watch/sm17031196	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/20593.html
training_set	The Mad Hatter	http://www.nicovideo.jp/watch/sm12203398		https://www5.atwiki.jp/hmiku/pages/14679.html
training_set	The Servant Of The Moon	http://www.nicovideo.jp/watch/sm12667833		https://www5.atwiki.jp/hmiku/pages/12869.html
training_set	The secret garden	https://www.youtube.com/watch?v=qk2bHeRE_ew	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/5671.html
training_set	The thought to tell	http://www.nicovideo.jp/watch/sm1651965		https://www5.atwiki.jp/hmiku/pages/484.html
training_set	Thin Edge Inserted	http://www.nicovideo.jp/watch/sm12281644		
training_set	Till the End of World	http://www.nicovideo.jp/watch/sm11042583	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/10335.html
training_set	Transmit	http://www.nicovideo.jp/watch/sm4596128		https://www5.atwiki.jp/hmiku/pages/2281.html
training_set	Twinkle Days	http://www.nicovideo.jp/watch/sm20629168	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/25116.html
training_set	Tmur	http://www.nicovideo.jp/watch/sm12826297		https://www5.atwiki.jp/hmiku/pages/13140.html
training_set	Umbrella	http://www.nicovideo.jp/watch/sm22163956		https://www5.atwiki.jp/hmiku/pages/27204.html
training_set	Undefined -End of Sorrow-	http://www.nicovideo.jp/watch/sm19702804		https://www5.atwiki.jp/hmiku/pages/23974.html
training_set	Under of Fragments	http://www.nicovideo.jp/watch/sm12667135		https://www5.atwiki.jp/hmiku/pages/12870.html
training_set	Universe	http://www.nicovideo.jp/watch/sm19889029		https://www5.atwiki.jp/hmiku/pages/29587.html
training_set	VIRTUAL LOVE	http://www.nicovideo.jp/watch/sm10874513		https://www5.atwiki.jp/hmiku/pages/10928.html
training_set	VOiCE	http://www.nicovideo.jp/watch/sm4271779		https://www5.atwiki.jp/hmiku/pages/1945.html
training_set	Vanilla-Age	http://www.nicovideo.jp/watch/sm11783615		https://www5.atwiki.jp/hmiku/pages/11627.html
training_set	WAVE	http://www.nicovideo.jp/watch/sm18945135		https://www5.atwiki.jp/hmiku/pages/22852.html
training_set	WORLD END UMBRELLA	http://www.nicovideo.jp/watch/sm9639869	https://sites.google.com/site/utauust/	
training_set	Waltz Of Anomalies	http://www.nicovideo.jp/watch/sm15679694		https://www5.atwiki.jp/hmiku/pages/18366.html
training_set	We are POP☆CANDY!	http://www.nicovideo.jp/watch/nm3727316		https://www5.atwiki.jp/hmiku/pages/2348.html
training_set	"We are friends,aren't We?"	http://www.nicovideo.jp/watch/sm17642557		
training_set	World's Crying	http://www.nicovideo.jp/watch/sm5228589	https://sites.google.com/site/utauust/	
training_set	Would you marry me?	http://www.nicovideo.jp/watch/sm16073157	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/14318.html
training_set	Yellow	http://www.nicovideo.jp/watch/1278053029	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/10665.html
training_set	You and beautiful world	http://www.nicovideo.jp/watch/sm7115526		https://www5.atwiki.jp/hmiku/pages/5322.html
training_set	ZOU	http://www.nicovideo.jp/watch/sm12481367		https://www5.atwiki.jp/hmiku/pages/4467.html
training_set	_theBlue	http://www.nicovideo.jp/watch/sm12114782		https://www5.atwiki.jp/hmiku/pages/12059.html
training_set	afternoon sunshine	http://www.nicovideo.jp/watch/nm13362299		
training_set	binary star	http://www.nicovideo.jp/watch/sm2516988		https://www5.atwiki.jp/hmiku/pages/962.html
training_set	bitter	http://www.nicovideo.jp/watch/sm18367834		https://www5.atwiki.jp/hmiku/pages/22252.html
training_set	blue bird	http://www.nicovideo.jp/watch/sm7470254		https://www5.atwiki.jp/hmiku/pages/5772.html
training_set	blue rose wedding	http://www.nicovideo.jp/watch/sm10573617		https://www5.atwiki.jp/hmiku/pages/16769.html
training_set	by your side	http://www.nicovideo.jp/watch/sm24366230		https://www5.atwiki.jp/hmiku/pages/30238.html
training_set	chord liner	http://www.nicovideo.jp/watch/sm21257040		https://www5.atwiki.jp/hmiku/pages/26017.html
training_set	clock lock works	http://www.nicovideo.jp/watch/sm8933166		https://www5.atwiki.jp/hmiku/pages/7433.html
training_set	crack	http://www.nicovideo.jp/watch/sm12514413		https://www5.atwiki.jp/hmiku/pages/12661.html
training_set	daze	http://www.nicovideo.jp/watch/sm24622899		
training_set	echo	http://www.nicovideo.jp/watch/sm7291979		https://www5.atwiki.jp/hmiku/pages/18350.html
training_set	elektroniks	http://www.nicovideo.jp/watch/sm11562645	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/11247.html
training_set	endrole	http://www.nicovideo.jp/watch/sm27155507		
training_set	envy.	http://www.nicovideo.jp/watch/sm18632587		https://www5.atwiki.jp/hmiku/pages/7351.html
training_set	escapade	http://www.nicovideo.jp/watch/sm10254852		https://www5.atwiki.jp/hmiku/pages/9582.html
training_set	fade	http://www.nicovideo.jp/watch/sm21361840		https://www5.atwiki.jp/hmiku/pages/26211.html
training_set	fix	http://www.nicovideo.jp/watch/sm15416657		https://www5.atwiki.jp/hmiku/pages/17892.html
training_set	from Y to Y	http://www.nicovideo.jp/watch/sm6529016		https://www5.atwiki.jp/hmiku/pages/4684.html
training_set	glow	http://www.nicovideo.jp/watch/sm11209477	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/10599.html
training_set	heavenly blue	http://www.nicovideo.jp/watch/sm7037889		https://www5.atwiki.jp/hmiku/pages/5240.html
training_set	in chains	http://www.nicovideo.jp/watch/sm15072139	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/17364.html
training_set	innocent girl	http://www.nicovideo.jp/watch/sm12956107	https://sites.google.com/site/utauust/	https://www5.atwiki.jp/hmiku/pages/13335.html
training_set	jelLy	http://www.nicovideo.jp/watch/sm18460014		https://www5.atwiki.jp/hmiku/pages/22373.html
